,category,model,colour,is_duplicate
108180,3,C53,14,1
108181,3,C54,14,1
108182,4,P13,4,1
108183,4,P15,4,1
108184,4,P26,4,1
108185,4,P49,14,1
108186,4,P61,1,1
108187,4,P82,6,1
108188,4,P78,14,1
108189,4,P77,7,1
108190,3,C54,14,1
108191,3,C54,14,1
108192,2,B4,10,1
108193,2,B12,2,1
108194,2,B13,12,1
108195,2,B10,2,1
108196,2,B9,1,1
108197,3,C11,7,1
108198,4,P15,4,1
108199,2,B13,12,1
108200,2,B1,4,1
108201,2,B14,2,1
108202,1,A5,3,1
108203,2,B4,10,1
108204,2,B3,12,1
108205,2,B9,1,1
108206,2,B2,3,1
108207,2,B9,1,1
108208,1,A15,14,1
108209,1,A24,2,1
108210,1,A41,4,1
108211,1,A2,3,1
108212,1,A12,2,1
108213,1,A13,1,1
108214,1,A16,1,1
108215,1,A18,4,1
108216,1,A14,3,1
108217,1,A32,2,1
108218,1,A34,2,1
108219,1,A37,2,1
108220,3,C14,9,1
108221,3,C16,13,1
108222,3,C32,2,1
108223,4,P1,3,1
108224,4,P12,4,1
108225,4,P16,7,1
108226,3,C21,14,1
108227,3,C40,14,1
108228,3,C51,6,1
108229,3,C51,6,1
108230,3,C54,14,1
108231,3,C54,14,1
108232,2,B8,4,1
108233,2,B12,2,1
108234,3,C12,14,1
108235,3,C4,4,1
108236,3,C17,14,1
108237,3,C10,9,1
108238,3,C11,7,1
108239,3,C3,6,1
108240,3,C16,13,1
108241,3,C18,9,1
108242,3,C1,4,1
108243,1,A18,4,1
108244,4,P47,14,1
108245,4,P61,1,1
108246,1,A7,3,1
108247,2,B15,9,1
108248,2,B19,13,1
108249,2,B23,7,1
108250,1,A2,3,1
108251,1,A2,3,1
108252,2,B12,2,1
108253,3,C7,13,1
108254,3,C7,13,1
108255,3,C18,9,1
108256,2,B33,6,1
108257,2,B24,11,1
108258,2,B21,12,1
108259,2,B19,13,1
108260,2,B28,9,1
108261,2,B33,6,1
108262,2,B29,2,1
108263,2,B23,7,1
108264,2,B23,7,1
108265,2,B4,10,1
108266,3,C30,2,1
108267,3,C14,9,1
108268,4,P1,3,1
108269,1,A5,3,1
108270,3,C11,7,1
108271,3,C13,9,1
108272,3,C17,14,1
108273,3,C15,6,1
108274,3,C34,7,1
108275,3,C49,4,1
108276,1,A2,3,1
108277,1,A5,3,1
108278,1,A6,3,1
108279,1,A11,3,1
108280,2,B26,13,1
108281,2,B28,9,1
108282,2,B32,6,1
108283,3,C9,6,1
108284,3,C2,12,1
108285,3,C30,2,1
108286,3,C57,5,1
108287,2,B2,3,1
108288,2,B4,10,1
108289,1,A5,3,1
108290,3,C1,4,1
108291,1,A34,2,1
108292,1,A39,4,1
108293,2,B26,13,1
108294,2,B19,13,1
108295,4,P78,14,1
108296,4,P33,9,1
108297,4,P3,2,1
108298,4,P18,2,1
108299,1,A17,2,1
108300,1,A33,1,1
108301,1,A38,6,1
108302,1,A43,2,1
108303,1,A40,4,1
108304,1,A43,2,1
108305,1,A39,4,1
108306,2,B14,2,1
108307,2,B10,2,1
108308,2,B14,2,1
108309,2,B24,11,1
108310,2,B20,8,1
108311,3,C1,4,1
108312,2,B23,7,1
108313,3,C27,11,1
108314,3,C30,2,1
108315,3,C34,7,1
108316,3,C39,6,1
108317,1,A17,2,1
108318,1,A23,6,1
108319,1,A25,1,1
108320,1,A41,4,1
108321,3,C28,2,1
108322,2,B10,2,1
108323,2,B12,2,1
108324,2,B14,2,1
108325,2,B33,6,1
108326,3,C4,4,1
108327,3,C1,4,1
108328,3,C14,9,1
108329,4,P17,2,1
108330,4,P6,2,1
108331,2,B33,6,1
108332,2,B4,10,1
108333,1,A17,2,1
108334,1,A34,2,1
108335,1,A42,6,1
108336,1,A37,2,1
108337,4,P18,2,1
108338,4,P17,2,1
108339,4,P8,2,1
108340,4,P13,4,1
108341,4,P3,2,1
108342,4,P14,2,1
108343,2,B10,2,1
108344,2,B14,2,1
108345,2,B26,13,1
108346,2,B24,11,1
108347,2,B32,6,1
108348,2,B27,2,1
108349,2,B34,2,1
108350,2,B34,2,1
108351,2,B34,2,1
108352,3,C22,11,1
108353,3,C40,14,1
108354,3,C56,6,1
108355,4,P15,4,1
108356,4,P23,6,1
108357,4,P53,2,1
108358,4,P82,6,1
108359,1,A1,8,1
108360,2,B19,13,1
108361,4,P1,3,1
108362,4,P48,9,1
108363,4,P63,14,1
108364,4,P5,3,1
108365,1,A15,14,1
108366,2,B16,12,1
108367,1,A4,3,1
108368,1,A16,1,1
108369,1,A13,1,1
108370,1,A17,2,1
108371,2,B4,10,1
108372,3,C3,6,1
108373,3,C11,7,1
108374,3,C33,14,1
108375,3,C57,5,1
108376,3,C40,14,1
108377,3,C42,7,1
108378,4,P3,2,1
108379,4,P15,4,1
108380,2,B4,10,1
108381,1,A1,8,1
108382,1,A2,3,1
108383,1,A3,3,1
108384,1,A2,3,1
108385,1,A5,3,1
108386,1,A7,3,1
108387,1,A10,3,1
108388,1,A11,3,1
108389,1,A12,2,1
108390,1,A11,3,1
108391,1,A1,8,1
108392,1,A6,3,1
108393,1,A17,2,1
108394,1,A33,1,1
108395,1,A30,6,1
108396,1,A31,6,1
108397,1,A21,1,1
108398,1,A34,2,1
108399,1,A37,2,1
108400,3,C4,4,1
108401,3,C17,14,1
108402,3,C24,12,1
108403,3,C25,2,1
108404,3,C30,2,1
108405,3,C33,14,1
108406,3,C41,13,1
108407,3,C48,6,1
108408,3,C53,14,1
108409,1,A1,8,1
108410,1,A4,3,1
108411,1,A8,3,1
108412,1,A9,3,1
108413,2,B34,2,1
108414,2,B29,2,1
108415,4,P23,6,1
108416,4,P55,14,1
108417,4,P55,14,1
108418,1,A17,2,1
108419,1,A15,14,1
108420,4,P6,2,1
108421,4,P33,9,1
108422,4,P33,9,1
108423,4,P39,14,1
108424,4,P49,14,1
108425,4,P49,14,1
108426,4,P65,9,1
108427,4,P65,9,1
108428,4,P61,1,1
108429,1,A4,3,1
108430,1,A9,3,1
108431,1,A7,3,1
108432,1,A12,2,1
108433,1,A7,3,1
108434,2,B2,3,1
108435,2,B2,3,1
108436,2,B4,10,1
108437,2,B34,2,1
108438,1,A20,2,1
108439,1,A27,3,1
108440,1,A19,12,1
108441,1,A29,2,1
108442,1,A37,2,1
108443,3,C29,6,1
108444,3,C57,5,1
108445,2,B25,6,1
108446,2,B27,2,1
108447,2,B27,2,1
108448,1,A6,3,1
108449,1,A9,3,1
108450,1,A6,3,1
108451,2,B2,3,1
108452,4,P1,3,1
108453,4,P56,2,1
108454,4,P70,6,1
108455,3,C7,13,1
108456,2,B1,4,1
108457,2,B3,12,1
108458,2,B16,12,1
108459,1,A16,1,1
108460,4,P15,4,1
108461,4,P2,3,1
108462,3,C34,7,1
108463,1,A4,3,1
108464,1,A15,14,1
108465,1,A14,3,1
108466,1,A12,2,1
108467,1,A11,3,1
108468,1,A8,3,1
108469,1,A7,3,1
108470,1,A6,3,1
108471,1,A5,3,1
108472,1,A3,3,1
108473,1,A2,3,1
108474,1,A1,8,1
108475,2,B1,4,1
108476,2,B4,10,1
108477,2,B2,3,1
108478,2,B10,2,1
108479,2,B11,2,1
108480,2,B12,2,1
108481,2,B14,2,1
108482,2,B29,2,1
108483,2,B31,9,1
108484,2,B32,6,1
108485,2,B34,2,1
108486,3,C9,6,1
108487,3,C40,14,1
108488,3,C49,4,1
108489,3,C50,9,1
108490,3,C53,14,1
108491,3,C22,11,1
108492,3,C26,14,1
108493,3,C29,6,1
108494,3,C30,2,1
108495,3,C33,14,1
108496,3,C56,6,1
108497,3,C56,6,1
108498,3,C58,14,1
108499,3,C59,5,1
108500,1,A23,6,1
108501,1,A35,14,1
108502,1,A42,6,1
108503,4,P2,3,1
108504,4,P25,2,1
108505,2,B17,6,1
108506,3,C2,12,1
108507,3,C24,12,1
108508,3,C28,2,1
108509,2,B12,2,1
108510,1,A31,6,1
108511,2,B10,2,1
108512,2,B1,4,1
108513,2,B17,6,1
108514,2,B11,2,1
108515,4,P36,2,1
108516,2,B11,2,1
108517,1,A2,3,1
108518,1,A12,2,1
108519,1,A4,3,1
108520,1,A12,2,1
108521,1,A8,3,1
108522,3,C57,5,1
108523,1,A5,3,1
108524,2,B31,9,1
108525,2,B30,9,1
108526,2,B32,6,1
108527,2,B25,6,1
108528,2,B26,13,1
108529,2,B21,12,1
108530,2,B13,12,1
108531,2,B15,9,1
108532,2,B31,9,1
108533,2,B10,2,1
108534,3,C32,2,1
108535,2,B27,2,1
108536,1,A10,3,1
108537,2,B17,6,1
108538,2,B26,13,1
108539,4,P48,9,1
108540,1,A4,3,1
108541,1,A27,3,1
108542,1,A4,3,1
108543,4,P5,3,1
108544,4,P32,3,1
108545,1,A3,3,1
108546,1,A17,2,1
108547,1,A16,1,1
108548,1,A12,2,1
108549,1,A18,4,1
108550,1,A12,2,1
108551,3,C5,11,1
108552,4,P6,2,1
108553,1,A12,2,1
108554,4,P8,2,1
108555,4,P23,6,1
108556,4,P77,7,1
108557,3,C31,12,1
108558,2,B21,12,1
108559,2,B13,12,1
108560,4,P16,7,1
108561,4,P12,4,1
108562,4,P57,4,1
108563,1,A17,2,1
108564,3,C4,4,1
108565,3,C7,13,1
108566,3,C1,4,1
108567,3,C5,11,1
108568,3,C17,14,1
108569,3,C13,9,1
108570,3,C19,12,1
108571,3,C20,13,1
108572,3,C31,12,1
108573,3,C49,4,1
108574,3,C39,6,1
108575,3,C38,13,1
108576,4,P8,2,1
108577,3,C14,9,1
108578,3,C14,9,1
108579,3,C14,9,1
108580,1,A13,1,1
108581,1,A11,3,1
108582,1,A14,3,1
108583,4,P4,4,1
108584,1,A8,3,1
108585,2,B17,6,1
108586,2,B16,12,1
108587,2,B19,13,1
108588,3,C2,12,1
108589,4,P15,4,1
108590,4,P49,14,1
108591,4,P63,14,1
108592,4,P64,12,1
108593,4,P73,11,1
108594,1,A16,1,1
108595,1,A15,14,1
108596,2,B16,12,1
108597,2,B23,7,1
108598,4,P15,4,1
108599,4,P61,1,1
108600,4,P63,14,1
108601,4,P63,14,1
108602,4,P61,1,1
108603,4,P61,1,1
108604,2,B7,6,1
108605,2,B15,9,1
108606,3,C41,13,1
108607,1,A41,4,1
108608,1,A42,6,1
108609,1,A20,2,1
108610,1,A29,2,1
108611,1,A11,3,1
108612,1,A18,4,1
108613,1,A18,4,1
108614,1,A3,3,1
108615,1,A5,3,1
108616,1,A13,1,1
108617,1,A8,3,1
108618,2,B19,13,1
108619,2,B2,3,1
108620,2,B27,2,1
108621,2,B22,2,1
108622,3,C14,9,1
108623,3,C14,9,1
108624,1,A17,2,1
108625,1,A15,14,1
108626,1,A16,1,1
108627,1,A21,1,1
108628,1,A30,6,1
108629,1,A39,4,1
108630,1,A37,2,1
108631,1,A43,2,1
108632,2,B11,2,1
108633,2,B17,6,1
108634,2,B29,2,1
108635,3,C12,14,1
108636,3,C33,14,1
108637,3,C36,14,1
108638,3,C53,14,1
108639,4,P49,14,1
108640,4,P46,14,1
108641,4,P60,14,1
108642,3,C16,13,1
108643,4,P61,1,1
108644,3,C17,14,1
108645,1,A11,3,1
108646,1,A1,8,1
108647,1,A13,1,1
108648,1,A14,3,1
108649,2,B4,10,1
108650,2,B2,3,1
108651,2,B16,12,1
108652,1,A12,2,1
108653,1,A29,2,1
108654,1,A11,3,1
108655,1,A9,3,1
108656,1,A15,14,1
108657,2,B3,12,1
108658,2,B24,11,1
108659,2,B23,7,1
108660,3,C9,6,1
108661,4,P4,4,1
108662,4,P3,2,1
108663,4,P12,4,1
108664,4,P11,4,1
108665,4,P4,4,1
108666,4,P23,6,1
108667,1,A11,3,1
108668,1,A4,3,1
108669,1,A31,6,1
108670,1,A29,2,1
108671,1,A16,1,1
108672,1,A7,3,1
108673,1,A7,3,1
108674,1,A10,3,1
108675,1,A11,3,1
108676,1,A13,1,1
108677,1,A12,2,1
108678,3,C2,12,1
108679,3,C17,14,1
108680,3,C17,14,1
108681,2,B15,9,1
108682,2,B30,9,1
108683,2,B31,9,1
108684,3,C8,2,1
108685,3,C12,14,1
108686,3,C36,14,1
108687,3,C50,9,1
108688,3,C45,11,1
108689,3,C44,14,1
108690,3,C40,14,1
108691,3,C9,6,1
108692,4,P7,4,1
108693,4,P49,14,1
108694,4,P39,14,1
108695,4,P55,14,1
108696,1,A2,3,1
108697,1,A16,1,1
108698,1,A11,3,1
108699,1,A4,3,1
108700,1,A3,3,1
108701,2,B2,3,1
108702,3,C6,6,1
108703,3,C5,11,1
108704,3,C7,13,1
108705,3,C8,2,1
108706,3,C12,14,1
108707,3,C17,14,1
108708,3,C21,14,1
108709,3,C23,3,1
108710,3,C26,14,1
108711,3,C29,6,1
108712,3,C43,6,1
108713,3,C47,13,1
108714,3,C49,4,1
108715,3,C58,14,1
108716,3,C59,5,1
108717,2,B4,10,1
108718,2,B12,2,1
108719,2,B10,2,1
108720,2,B24,11,1
108721,2,B27,2,1
108722,2,B34,2,1
108723,4,P39,14,1
108724,4,P37,2,1
108725,4,P39,14,1
108726,4,P51,9,1
108727,4,P47,14,1
108728,4,P49,14,1
108729,4,P48,9,1
108730,4,P60,14,1
108731,4,P63,14,1
108732,4,P65,9,1
108733,2,B9,1,1
108734,1,A25,1,1
108735,1,A34,2,1
108736,1,A26,2,1
108737,1,A29,2,1
108738,3,C27,11,1
108739,3,C34,7,1
108740,3,C35,9,1
108741,3,C25,2,1
108742,3,C40,14,1
108743,3,C56,6,1
108744,1,A3,3,1
108745,1,A13,1,1
108746,1,A5,3,1
108747,3,C15,6,1
108748,2,B4,10,1
108749,1,A15,14,1
108750,4,P4,4,1
108751,4,P61,1,1
108752,4,P61,1,1
108753,4,P82,6,1
108754,2,B12,2,1
108755,2,B14,2,1
108756,2,B30,9,1
108757,1,A17,2,1
108758,1,A17,2,1
108759,1,A37,2,1
108760,1,A37,2,1
108761,1,A38,6,1
108762,1,A38,6,1
108763,1,A39,4,1
108764,1,A39,4,1
108765,4,P8,2,1
108766,4,P17,2,1
108767,4,P14,2,1
108768,4,P19,2,1
108769,4,P18,2,1
108770,4,P18,2,1
108771,4,P13,4,1
108772,4,P3,2,1
108773,4,P3,2,1
108774,4,P17,2,1
108775,4,P18,2,1
108776,4,P18,2,1
108777,4,P19,2,1
108778,4,P19,2,1
108779,4,P23,6,1
108780,4,P23,6,1
108781,4,P23,6,1
108782,4,P21,4,1
108783,4,P21,4,1
108784,4,P36,2,1
108785,4,P1,3,1
108786,4,P1,3,1
108787,4,P7,4,1
108788,4,P2,3,1
108789,4,P2,3,1
108790,1,A5,3,1
108791,1,A5,3,1
108792,1,A2,3,1
108793,1,A10,3,1
108794,1,A10,3,1
108795,1,A7,3,1
108796,1,A6,3,1
108797,4,P6,2,1
108798,4,P12,4,1
108799,3,C17,14,1
108800,2,B30,9,1
108801,2,B1,4,1
108802,2,B17,6,1
108803,2,B31,9,1
108804,3,C12,14,1
108805,2,B10,2,1
108806,2,B15,9,1
108807,1,A18,4,1
108808,1,A12,2,1
108809,1,A17,2,1
108810,1,A19,12,1
108811,1,A24,2,1
108812,3,C41,13,1
108813,4,P1,3,1
108814,4,P1,3,1
108815,4,P3,2,1
108816,4,P11,4,1
108817,4,P15,4,1
108818,4,P16,7,1
108819,4,P8,2,1
108820,4,P19,2,1
108821,4,P36,2,1
108822,4,P39,14,1
108823,4,P48,9,1
108824,4,P49,14,1
108825,4,P52,11,1
108826,4,P41,9,1
108827,4,P65,9,1
108828,4,P72,14,1
108829,1,A2,3,1
108830,1,A10,3,1
108831,1,A7,3,1
108832,1,A3,3,1
108833,1,A32,2,1
108834,1,A34,2,1
108835,1,A42,6,1
108836,2,B10,2,1
108837,2,B30,9,1
108838,3,C25,2,1
108839,3,C25,2,1
108840,3,C42,7,1
108841,3,C40,14,1
108842,3,C54,14,1
108843,3,C56,6,1
108844,3,C21,14,1
108845,1,A31,6,1
108846,1,A11,3,1
108847,1,A1,8,1
108848,2,B4,10,1
108849,3,C5,11,1
108850,2,B14,2,1
108851,2,B10,2,1
108852,2,B4,10,1
108853,2,B25,6,1
108854,2,B23,7,1
108855,2,B24,11,1
108856,2,B19,13,1
108857,2,B28,9,1
108858,2,B31,9,1
108859,2,B32,6,1
108860,2,B30,9,1
108861,2,B15,9,1
108862,3,C14,9,1
108863,3,C35,9,1
108864,3,C42,7,1
108865,3,C48,6,1
108866,1,A16,1,1
108867,1,A13,1,1
108868,1,A11,3,1
108869,1,A6,3,1
108870,1,A17,2,1
108871,1,A18,4,1
108872,4,P17,2,1
108873,4,P21,4,1
108874,4,P33,9,1
108875,4,P51,9,1
108876,4,P39,14,1
108877,4,P48,9,1
108878,1,A26,2,1
108879,1,A42,6,1
108880,1,A2,3,1
108881,1,A6,3,1
108882,1,A5,3,1
108883,1,A7,3,1
108884,1,A36,1,1
108885,1,A37,2,1
108886,3,C29,6,1
108887,3,C48,6,1
108888,3,C50,9,1
108889,3,C56,6,1
108890,4,P7,4,1
108891,4,P31,2,1
108892,4,P48,9,1
108893,4,P57,4,1
108894,4,P73,11,1
108895,3,C29,6,1
108896,4,P14,2,1
108897,4,P33,9,1
108898,4,P40,4,1
108899,1,A17,2,1
108900,1,A12,2,1
108901,1,A22,4,1
108902,1,A32,2,1
108903,1,A34,2,1
108904,1,A37,2,1
108905,1,A38,6,1
108906,1,A42,6,1
108907,3,C21,14,1
108908,3,C24,12,1
108909,3,C54,14,1
108910,3,C56,6,1
108911,2,B13,12,1
108912,2,B12,2,1
108913,2,B10,2,1
108914,1,A8,3,1
108915,2,B26,13,1
108916,3,C26,14,1
108917,3,C42,7,1
108918,1,A2,3,1
108919,2,B24,11,1
108920,1,A5,3,1
108921,3,C55,13,1
108922,1,A27,3,1
108923,1,A3,3,1
108924,1,A9,3,1
108925,1,A4,3,1
108926,4,P1,3,1
108927,3,C10,9,1
108928,3,C35,9,1
108929,3,C30,2,1
108930,3,C56,6,1
108931,2,B10,2,1
108932,2,B15,9,1
108933,2,B23,7,1
108934,2,B19,13,1
108935,2,B20,8,1
108936,2,B34,2,1
108937,3,C11,7,1
108938,3,C35,9,1
108939,3,C49,4,1
108940,1,A9,3,1
108941,1,A5,3,1
108942,1,A8,3,1
108943,1,A5,3,1
108944,1,A1,8,1
108945,1,A10,3,1
108946,1,A11,3,1
108947,1,A40,4,1
108948,1,A38,6,1
108949,1,A31,6,1
108950,1,A26,2,1
108951,1,A4,3,1
108952,1,A12,2,1
108953,2,B17,6,1
108954,1,A30,6,1
108955,1,A43,2,1
108956,1,A42,6,1
108957,3,C3,6,1
108958,3,C45,11,1
108959,3,C40,14,1
108960,3,C56,6,1
108961,3,C55,13,1
108962,3,C47,13,1
108963,3,C7,13,1
108964,2,B11,2,1
108965,2,B10,2,1
108966,2,B12,2,1
108967,2,B13,12,1
108968,2,B15,9,1
108969,2,B19,13,1
108970,2,B20,8,1
108971,2,B22,2,1
108972,2,B24,11,1
108973,2,B30,9,1
108974,2,B31,9,1
108975,2,B32,6,1
108976,2,B3,12,1
108977,2,B11,2,1
108978,3,C1,4,1
108979,3,C2,12,1
108980,3,C5,11,1
108981,3,C13,9,1
108982,3,C18,9,1
108983,3,C21,14,1
108984,3,C27,11,1
108985,3,C40,14,1
108986,1,A6,3,1
108987,1,A11,3,1
108988,1,A17,2,1
108989,2,B11,2,1
108990,3,C2,12,1
108991,1,A35,14,1
108992,1,A36,1,1
108993,1,A35,14,1
108994,3,C6,6,1
108995,3,C2,12,1
108996,3,C15,6,1
108997,4,P44,11,1
108998,4,P44,11,1
108999,4,P48,9,1
109000,3,C2,12,1
109001,1,A35,14,1
109002,4,P48,9,1
109003,3,C10,9,1
109004,3,C11,7,1
109005,3,C9,6,1
109006,2,B4,10,1
109007,2,B2,3,1
109008,2,B10,2,1
109009,2,B16,12,1
109010,3,C5,11,1
109011,3,C53,14,1
109012,2,B16,12,1
109013,2,B10,2,1
109014,2,B12,2,1
109015,3,C33,14,1
109016,1,A15,14,1
109017,2,B31,9,1
109018,2,B21,12,1
109019,2,B27,2,1
109020,3,C40,14,1
109021,4,P4,4,1
109022,4,P14,2,1
109023,4,P17,2,1
109024,4,P23,6,1
109025,4,P27,6,1
109026,4,P43,7,1
109027,4,P45,9,1
109028,4,P58,9,1
109029,4,P71,2,1
109030,4,P72,14,1
109031,4,P75,7,1
109032,4,P74,12,1
109033,4,P80,7,1
109034,4,P77,7,1
109035,2,B13,12,1
109036,2,B11,2,1
109037,1,A13,1,1
109038,1,A31,6,1
109039,4,P16,7,1
109040,4,P16,7,1
109041,1,A31,6,1
109042,1,A1,8,1
109043,1,A2,3,1
109044,1,A14,3,1
109045,1,A15,14,1
109046,1,A5,3,1
109047,1,A7,3,1
109048,2,B2,3,1
109049,2,B4,10,1
109050,4,P40,4,1
109051,4,P77,7,1
109052,1,A11,3,1
109053,2,B8,4,1
109054,3,C29,6,1
109055,2,B16,12,1
109056,2,B12,2,1
109057,2,B11,2,1
109058,2,B25,6,1
109059,2,B32,6,1
109060,2,B26,13,1
109061,1,A2,3,1
109062,3,C4,4,1
109063,3,C14,9,1
109064,2,B24,11,1
109065,1,A17,2,1
109066,2,B14,2,1
109067,3,C4,4,1
109068,1,A3,3,1
109069,1,A4,3,1
109070,1,A18,4,1
109071,1,A15,14,1
109072,1,A21,1,1
109073,1,A31,6,1
109074,1,A41,4,1
109075,2,B4,10,1
109076,3,C5,11,1
109077,3,C7,13,1
109078,4,P5,3,1
109079,4,P78,14,1
109080,4,P15,4,1
109081,4,P6,2,1
109082,4,P1,3,1
109083,4,P2,3,1
109084,2,B4,10,1
109085,2,B3,12,1
109086,2,B8,4,1
109087,2,B34,2,1
109088,2,B34,2,1
109089,1,A6,3,1
109090,2,B34,2,1
109091,1,A4,3,1
109092,1,A15,14,1
109093,1,A24,2,1
109094,1,A36,1,1
109095,1,A4,3,1
109096,1,A29,2,1
109097,1,A41,4,1
109098,2,B31,9,1
109099,1,A4,3,1
109100,1,A26,2,1
109101,4,P15,4,1
109102,4,P12,4,1
109103,2,B1,4,1
109104,2,B10,2,1
109105,2,B4,10,1
109106,2,B19,13,1
109107,2,B24,11,1
109108,2,B1,4,1
109109,2,B6,2,1
109110,3,C12,14,1
109111,3,C14,9,1
109112,3,C17,14,1
109113,1,A2,3,1
109114,1,A4,3,1
109115,1,A25,1,1
109116,1,A35,14,1
109117,1,A28,1,1
109118,3,C54,14,1
109119,3,C53,14,1
109120,3,C49,4,1
109121,3,C45,11,1
109122,2,B13,12,1
109123,2,B12,2,1
109124,2,B31,9,1
109125,2,B19,13,1
109126,2,B23,7,1
109127,2,B24,11,1
109128,2,B32,6,1
109129,2,B30,9,1
109130,2,B10,2,1
109131,2,B14,2,1
109132,2,B4,10,1
109133,2,B26,13,1
109134,2,B19,13,1
109135,2,B4,10,1
109136,1,A16,1,1
109137,2,B9,1,1
109138,2,B16,12,1
109139,4,P6,2,1
109140,4,P8,2,1
109141,4,P18,2,1
109142,4,P18,2,1
109143,4,P43,7,1
109144,4,P37,2,1
109145,4,P15,4,1
109146,4,P18,2,1
109147,4,P39,14,1
109148,4,P51,9,1
109149,2,B11,2,1
109150,2,B13,12,1
109151,1,A16,1,1
109152,1,A3,3,1
109153,1,A7,3,1
109154,1,A8,3,1
109155,1,A12,2,1
109156,1,A3,3,1
109157,2,B2,3,1
109158,2,B10,2,1
109159,3,C4,4,1
109160,3,C56,6,1
109161,2,B16,12,1
109162,2,B23,7,1
109163,2,B31,9,1
109164,2,B30,9,1
109165,2,B1,4,1
109166,2,B10,2,1
109167,2,B3,12,1
109168,2,B6,2,1
109169,2,B15,9,1
109170,3,C30,2,1
109171,3,C29,6,1
109172,3,C12,14,1
109173,1,A4,3,1
109174,1,A5,3,1
109175,3,C15,6,1
109176,3,C16,13,1
109177,3,C17,14,1
109178,3,C7,13,1
109179,3,C19,12,1
109180,3,C24,12,1
109181,1,A12,2,1
109182,3,C17,14,1
109183,3,C40,14,1
109184,3,C49,4,1
109185,3,C56,6,1
109186,2,B1,4,1
109187,2,B2,3,1
109188,2,B4,10,1
109189,3,C3,6,1
109190,3,C26,14,1
109191,3,C29,6,1
109192,3,C31,12,1
109193,3,C40,14,1
109194,3,C49,4,1
109195,3,C56,6,1
109196,2,B2,3,1
109197,2,B4,10,1
109198,3,C50,9,1
109199,1,A19,12,1
109200,1,A21,1,1
109201,1,A35,14,1
109202,1,A24,2,1
109203,1,A29,2,1
109204,4,P16,7,1
109205,3,C15,6,1
109206,3,C5,11,1
109207,2,B12,2,1
109208,2,B11,2,1
109209,2,B7,6,1
109210,2,B15,9,1
109211,3,C7,13,1
109212,3,C18,9,1
109213,2,B3,12,1
109214,2,B15,9,1
109215,2,B23,7,1
109216,2,B24,11,1
109217,2,B26,13,1
109218,2,B32,6,1
109219,2,B31,9,1
109220,1,A6,3,1
109221,1,A14,3,1
109222,1,A16,1,1
109223,1,A12,2,1
109224,2,B11,2,1
109225,2,B14,2,1
109226,2,B20,8,1
109227,2,B22,2,1
109228,2,B24,11,1
109229,2,B26,13,1
109230,2,B32,6,1
109231,3,C4,4,1
109232,3,C21,14,1
109233,3,C29,6,1
109234,3,C30,2,1
109235,3,C24,12,1
109236,3,C57,5,1
109237,3,C58,14,1
109238,4,P26,4,1
109239,4,P52,11,1
109240,4,P61,1,1
109241,4,P70,6,1
109242,4,P71,2,1
109243,4,P78,14,1
109244,4,P82,6,1
109245,2,B16,12,1
109246,2,B24,11,1
109247,2,B26,13,1
109248,4,P4,4,1
109249,3,C7,13,1
109250,3,C57,5,1
109251,4,P39,14,1
109252,4,P41,9,1
109253,4,P82,6,1
109254,2,B4,10,1
109255,3,C54,14,1
109256,3,C2,12,1
109257,3,C2,12,1
109258,3,C12,14,1
109259,1,A42,6,1
109260,1,A35,14,1
109261,2,B2,3,1
109262,2,B4,10,1
109263,2,B4,10,1
109264,2,B24,11,1
109265,2,B24,11,1
109266,1,A2,3,1
109267,1,A3,3,1
109268,1,A6,3,1
109269,1,A16,1,1
109270,1,A15,14,1
109271,1,A35,14,1
109272,1,A26,2,1
109273,1,A21,1,1
109274,2,B4,10,1
109275,2,B2,3,1
109276,3,C56,6,1
109277,2,B11,2,1
109278,2,B13,12,1
109279,2,B15,9,1
109280,2,B19,13,1
109281,2,B23,7,1
109282,2,B24,11,1
109283,2,B27,2,1
109284,2,B28,9,1
109285,2,B4,10,1
109286,2,B10,2,1
109287,1,A6,3,1
109288,1,A2,3,1
109289,2,B16,12,1
109290,3,C17,14,1
109291,2,B17,6,1
109292,4,P8,2,1
109293,2,B4,10,1
109294,1,A4,3,1
109295,1,A25,1,1
109296,1,A31,6,1
109297,1,A41,4,1
109298,3,C13,9,1
109299,3,C41,13,1
109300,4,P17,2,1
109301,4,P12,4,1
109302,1,A4,3,1
109303,2,B7,6,1
109304,2,B13,12,1
109305,2,B3,12,1
109306,3,C9,6,1
109307,3,C22,11,1
109308,3,C33,14,1
109309,3,C45,11,1
109310,4,P16,7,1
109311,4,P12,4,1
109312,4,P21,4,1
109313,2,B5,14,1
109314,2,B7,6,1
109315,2,B10,2,1
109316,2,B19,13,1
109317,2,B33,6,1
109318,4,P17,2,1
109319,4,P6,2,1
109320,4,P16,7,1
109321,4,P20,7,1
109322,4,P21,4,1
109323,4,P42,6,1
109324,4,P60,14,1
109325,2,B3,12,1
109326,3,C11,7,1
109327,4,P1,3,1
109328,4,P16,7,1
109329,4,P33,9,1
109330,3,C18,9,1
109331,3,C18,9,1
109332,3,C4,4,1
109333,3,C17,14,1
109334,3,C7,13,1
109335,3,C2,12,1
109336,3,C5,11,1
109337,3,C18,9,1
109338,3,C16,13,1
109339,3,C10,9,1
109340,1,A1,8,1
109341,3,C57,5,1
109342,2,B11,2,1
109343,1,A12,2,1
109344,1,A39,4,1
